	Slackia	Peptostreptococcus	Brachybacterium	Peptococcus	Lawsonia	Microbacterium	Brevibacterium	Turicibacter	Oscillibacter	Sphaerochaeta	Hydrogenoanaerobacterium	Coprobacillus	Anaerofustis	Vagococcus	Parvimonas	Klebsiella	Nosocomiicoccus	Kordia	Tepidimonas	Kluyvera	Luteococcus	Brachymonas	Peptoniphilus	Abiotrophia	Paenibacillus	Pasteurella	Lactobacillus	Bradyrhizobium	Victivallis	Johnsonella	Serratia	Bilophila	Pseudoxanthomonas	Acetanaerobacterium	Olsenella	Megasphaera	Elizabethkingia	Pediococcus	Enterococcus	Granulicatella	Porphyrobacter	Enterorhabdus	Phyllobacterium	Papillibacter	Campylobacter	Christensenella	Marvinbryantia	Macrococcus	Sporobacter	Aggregatibacter	Treponema	Edwardsiella	Fulvivirga	Aeromonas	Paracoccus	Mobiluncus	Raoultella	Pseudoramibacter	Grimontella	Coriobacterium	Devosia	Bacillus	Paraprevotella	Gemmiger	Robinsoniella	Solobacterium	Mycoplasma	Rummeliibacillus	Pyrobaculum	Microlunatus	Denitrobacterium	Phascolarctobacterium	Sphingobium	Leuconostoc	Prevotella	Peptoclostridium	Butyrivibrio	Paraeggerthella	Anaerococcus	Anaerobiospirillum	Blautia	Flavobacterium	Parabacteroides	Asteroleplasma	Dialister	Pseudobutyrivibrio	Lemna	Comamonas	Arthrobacter	Oribacterium	Salmonella	Cronobacter	Tannerella	Moraxella	Sutterella	Anaerovibrio	Corynebacterium	Negativicoccus	Anaerosporobacter	Sanguibacter	Cardiobacterium	Cupriavidus	Enterobacter	Brevibacillus	Streptococcus	Odoribacter	Sphingobacterium	Cellulosilyticum	Microcystis	Hafnia	Lachnobacterium	Ruminococcus	Lachnoanaerobaculum	Acetivibrio	Erysipelothrix	Butyricimonas	Vibrio	Anaerotruncus	Thermotoga	Faecalibacterium	Coprobacter	Propionibacterium	Fusibacter	Bifidobacterium	Streptomyces	Cloacibacillus	Desulfitobacterium	Elusimicrobium	Lachnospira	Succinatimonas	Listeria	Intestinimonas	Gordonia	Ornithinimicrobium	Veillonella	Finegoldia	Atopobium	Rathayibacter	Anaerofilum	Anoxybacillus	Ochrobactrum	Methylobacterium	Barnesiella	Actinobacillus	Actinomyces	Allisonella	Subdoligranulum	Parvibacter	Zymophilus	Oscillospira	Collinsella	Magnetococcus	Weissella	Xanthomonas	Helicobacter	Aeromicrobium	Pseudomonas	Spiroplasma	Hespellia	Pseudonocardia	Oxalobacter	Stenotrophomonas	Cloacibacterium	Alloprevotella	Proteus	Helcococcus	Morganella	Ethanoligenens	Sarcina	Leptotrichia	Parasutterella	Micrococcus	Kocuria	Dietzia	Gordonibacter	Murdochiella	Desulfocurvus	Syntrophococcus	Kingella	Neisseria	Rikenella	Herbaspirillum	Howardella	Bacteroides	Francisella	Mitsuokella	Anaerovorax	Mogibacterium	Roseburia	Citrobacter	Alloiococcus	Stappia	Rothia	Selenomonas	Fusobacterium	Eikenella	Capnocytophaga	Eubacterium	Porphyromonas	Sneathia	Erwinia	Gemella	Adlercreutzia	Cryptobacterium	Stomatobaculum	Dickeya	Agrobacterium	Anaerostipes	Escherichia/Shigella	Curtobacterium	Ureaplasma	Lysinibacillus	Flavonifractor	Sedimentibacter	Sphingomonas	Staphylococcus	Desulfovibrio	Varibaculum	Actinobaculum	Coprococcus	Lactonifactor	Halomonas	Arcanobacterium	Lautropia	Mesorhizobium	Anaeroglobus	Allobaculum	Fusicatenibacter	Lactococcus	Pyramidobacter	Xylanibacter	Pantoea	Pseudoflavonifractor	Butyricicoccus	Acholeplasma	Delftia	Haemophilus	Acetomicrobium	Scardovia	Brachyspira	Kosakonia	Facklamia	Eggerthella	Massilia	Gardnerella	Acidaminococcus	Lelliottia	Catabacter	Pluralibacter	Acinetobacter	Alistipes	Dorea	Holdemania	Cetobacterium	Acetobacterium	Akkermansia	Clostridium	Desulfotomaculum	Succinivibrio	Turicella	Terrahaemophilus	Megamonas	Catenibacterium	Coraliomargarita	Acetobacter	Fretibacterium	Alloscardovia
I37	274	0	0	0	0	0	0	344	2197	0	9	0	0	0	0	744	0	0	0	0	0	0	0	0	14	0	196	0	0	0	1	4	0	2	41	5	0	0	250	4	0	0	2	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	7	0	0	78291	2	1172	9	0	0	7459	0	95	0	153	18	0	0	0	0	1	7	0	0	659	0	14	2	0	0	0	0	13	0	138	62	0	0	1	0	0	1307	0	5	0	8	0	14	0	10903	0	0	0	365	0	0	0	0	17	0	0	3	0	0	34	0	0	0	0	0	0	0	1	0	28	3285	194	0	0	0	152	0	2	0	0	0	0	0	0	0	20	2	0	9	0	0	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	0	664	0	2	19	26	6580	1	0	0	2	1	0	0	0	8932	0	0	0	2	0	8	0	1	0	368	6373	0	0	0	279	0	0	1	280	0	0	1676	0	0	0	0	2	0	0	86	20	0	0	0	7	210	0	0	16	0	0	0	0	0	5	0	0	0	0	12	0	0	782	1374	4	0	0	0	8399	0	5377	3	0	0	2007	0	0	0	0
I46	95	0	0	0	0	0	0	68	571	0	20	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	11418	0	5	0	0	6	0	0	288	11194	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	7	1	0	2	0	0	0	0	0	0	0	0	94103	0	2	13	0	0	4386	0	95	0	6763	3	0	31	0	0	0	0	0	0	563	0	1	0	0	0	0	0	11	0	140	65	0	0	0	0	0	1630	2	0	0	0	0	6	0	11350	0	0	0	4566	0	0	0	0	57	0	0	13	0	0	47	0	0	0	0	0	0	0	0	0	38	41	187	1	0	1	620	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	31	315	0	13562	0	0	4716	0	0	0	4	55	0	0	0	1927	0	0	0	0	0	0	0	0	0	128	67	0	0	0	92	0	0	0	36	0	0	24	1	0	0	0	2	0	0	196	0	0	0	0	0	64	0	0	6	0	6	0	0	0	15	0	0	0	0	2	0	0	542	1131	0	0	0	0	1962	0	189	0	0	26	1888	0	0	0	0
R231	1	0	0	0	0	0	0	1483	4348	0	11	0	5	0	0	6	0	0	0	0	0	0	0	0	0	0	314	0	30	0	0	250	0	3	0	3	0	0	0	3	0	0	0	1	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1056	0	0	48	1	1	5	0	0	25633	0	1867	0	0	1	0	0	2	0	0	0	0	0	658	0	4	0	0	0	0	0	0	0	1204	137	0	0	0	0	1	16332	1	0	0	267	0	113	0	5984	37	0	0	10405	0	0	0	0	23	0	0	87	0	0	8	0	0	0	12	0	1	0	2285	0	167	2	13	0	0	4	2586	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	37	0	0	23	0	0	0	394	0	0	2	0	0	0	0	0	22755	0	1	21	80	176	0	0	0	7	0	0	0	0	5353	0	0	0	4	81	0	0	0	1	11727	9	0	0	0	1267	0	0	0	0	0	0	768	14	0	0	0	0	0	0	624	6	0	0	0	1532	30	0	0	11	0	0	0	0	0	2036	0	0	332	0	2	0	0	10803	583	37	0	0	0	6785	0	0	0	1	0	1	0	0	0	0
I52	538	0	0	1	0	0	0	125	1122	0	57	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	507	0	0	0	0	145	0	2	0	8	0	0	2	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1347	1	0	2	0	0	0	0	0	532	0	0	28593	0	103	5	0	0	10435	0	3048	0	6	11	0	2	0	0	0	0	205	0	1070	0	6	0	0	0	0	0	0	0	145	508	0	0	0	0	0	7490	0	0	0	69	0	17	0	15395	53	4	1	958	0	0	0	1	276	0	0	68	0	0	6	2	0	0	0	0	0	0	70	0	14	15	399	0	0	2	399	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	7105	0	5	37	1	1240	0	0	0	0	1	2	0	0	8069	0	0	0	0	18	0	0	0	2	616	0	0	0	0	261	0	2	4	2	0	0	2906	0	0	0	0	0	0	0	2362	2	0	0	0	51	68	0	1	10	0	0	0	0	0	19	0	0	127	0	2	0	0	1791	440	21	0	0	4	3819	0	0	0	0	9702	2	0	0	0	0
I34	266	0	0	6	0	0	0	643	3284	0	54	0	0	0	8	6	0	0	0	0	0	0	0	0	3	0	6327	0	231	0	0	4	0	0	222	9482	0	0	0	0	0	0	0	0	157	0	0	0	0	0	980	0	0	0	0	0	0	0	0	0	0	4	7	0	0	202	2	0	0	0	0	1	0	0	68703	0	881	5	0	0	6155	0	163	0	886	27	0	0	0	16	0	0	36	0	39	0	0	0	0	0	0	0	0	0	218	14	0	0	0	0	0	2064	0	0	0	14	0	26	0	10218	0	0	0	1912	0	7	0	1354	10	0	0	1	0	0	32	0	0	0	0	0	0	0	0	0	14	2638	93	0	0	0	285	0	0	0	0	0	0	0	0	0	12	0	0	268	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	6	0	0	0	139	0	10805	7	15	3359	0	0	0	0	39	0	0	0	10116	0	0	0	0	0	0	0	0	0	340	11	0	87	0	301	0	0	0	2	0	0	165	0	0	0	0	0	0	0	657	0	0	28	0	1	75	0	0	8	0	0	0	0	0	11	0	0	0	0	30	0	0	31	1323	0	0	0	0	2338	0	6636	0	1	7	4723	0	0	0	0
R226	0	0	0	0	0	0	0	1	268	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	973	0	0	0	0	0	0	0	0	8	0	0	2	3	0	0	0	0	4	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	2621	4	2	0	0	0	0	0	0	1884	0	0	60	9	11	178	0	0	27377	0	4798	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	861	290	0	0	0	0	0	4	0	0	0	0	0	0	0	12214	0	4	0	10422	0	0	2	0	805	0	0	0	0	0	178	0	4	0	0	0	0	0	2	0	198	0	390	0	0	1	2110	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	638	0	0	0	0	0	0	0	0	0	0	0	0	55461	0	1	6	0	3	0	0	0	0	0	82	0	0	3870	0	0	1	0	0	0	0	0	1	5069	63	0	0	0	623	0	0	0	0	0	0	0	34	0	0	0	0	0	0	4	0	0	0	0	72	116	0	0	0	0	4	0	0	0	180	0	0	5056	0	0	0	0	135	1	0	0	0	0	8808	0	0	0	0	1	0	0	0	0	0
I31	44	12	0	0	0	2	0	236	127	0	26	0	0	0	14	5	0	0	0	0	0	0	0	4	0	0	5340	0	0	0	0	0	0	0	45	8853	0	0	14	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	1	0	49	0	0	0	0	0	195	0	0	54664	0	167	4	0	5	4518	0	18	8	200	0	0	0	0	16	0	0	0	0	125	2	6	0	0	0	0	0	0	0	1998	2	0	0	0	0	0	613	2	0	0	2	0	1	0	3580	0	0	0	386	0	0	0	0	4	0	0	1	0	0	248	2	0	0	0	0	0	0	0	0	38	3829	54	1	0	0	713	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	34163	1	0	2411	0	0	0	0	92	2	0	0	2484	0	0	0	0	0	1	0	0	0	65	45	0	0	0	41	0	0	0	19	0	0	75	0	0	0	0	0	0	0	217	0	0	27	0	1	45	0	0	91	0	0	40	0	0	11	0	0	0	0	2	0	0	24	807	0	0	0	0	441	0	7024	0	6	0	3486	0	0	0	0
R225	1	0	0	0	0	0	0	19	789	0	11	0	2	0	0	13	0	0	0	0	0	0	0	0	1	0	11	0	13	0	0	105	0	1	0	5	0	0	0	0	0	0	0	0	4	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	2017	0	0	74	0	0	0	0	0	24143	0	3146	0	1	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	525	221	0	0	0	0	0	912	0	0	0	287	0	8	0	9269	100	0	4	470	0	0	3	0	64	0	0	79	0	0	67	2	0	0	17	0	0	0	36	0	55	1	0	0	0	1	4	268	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	14	0	0	1737	0	0	0	15	0	2	0	0	0	0	0	0	42125	0	8	17	15	3627	0	0	4	0	0	0	0	0	10308	0	0	0	0	141	0	0	0	0	4623	1	0	0	0	676	0	0	0	294	0	0	2	10	0	0	0	0	0	0	1265	2	0	0	0	200	285	0	0	19	0	0	0	0	0	312	0	0	2	0	2	0	0	2047	258	119	0	0	0	6191	0	1	1	0	0	1	0	0	0	0
I33	250	2	0	0	0	0	2	35	849	0	31	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	4653	0	21	0	0	12	0	0	44	7	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	1	0	0	73140	0	7	10	0	0	10551	0	108	0	129	47	0	0	0	0	0	4	24	0	368	0	2	0	0	0	0	10	9	0	212	16	0	0	0	0	0	5661	2	0	0	10	0	5	1	11134	0	0	0	866	0	0	0	0	95	0	0	2	0	0	15	0	0	0	0	24	0	0	0	0	20	2349	121	0	0	0	417	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	4733	1	2	2859	0	0	0	4	279	0	0	0	11656	0	0	0	0	0	0	0	0	0	2449	1433	0	0	0	89	0	0	2	0	0	0	376	0	0	0	0	0	0	0	453	4	0	0	0	0	80	0	0	2	0	0	50	0	0	8	0	0	0	0	1	0	0	106	1198	0	0	0	0	3919	0	794	0	0	2	9239	0	0	0	0
I28	119	0	0	0	0	0	0	16	671	0	1	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	2434	0	0	0	0	6	0	0	58	9	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	84	0	0	0	0	0	2	0	1	71895	0	183	5	0	0	6160	0	33	0	102	1	0	12	0	0	0	0	0	0	210	0	2	0	0	1	0	0	0	0	95	4	0	0	0	0	2	969	0	0	0	2	0	3	0	11668	0	0	0	1801	0	0	0	0	4	0	0	1	0	0	30	0	0	0	0	0	0	0	8	0	22	2030	208	0	0	0	412	0	2	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	8	0	0	0	6	0	0	0	0	0	0	0	0	417	0	4	0	0	3981	0	0	0	2	0	0	0	0	7408	0	0	0	8	0	0	0	0	0	1074	17	1	0	0	79	0	1	0	20	0	0	460	0	0	0	0	0	0	0	27	2	0	0	0	1	104	0	0	9	0	0	0	0	0	16	1	0	0	0	0	0	0	83	749	0	0	0	0	2276	0	0	0	2	2	2000	0	0	0	0
R241	1404	0	0	0	0	0	0	380	507	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	561	0	0	0	1	227	0	1	174	1291	0	0	4	3	0	1	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4692	0	0	65875	0	1	43	8	0	17800	0	2516	0	9	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	129	74	0	0	0	1	0	1962	0	0	0	4	0	2	0	7106	167	2	1	2964	0	0	0	2	459	44	0	32	0	0	6	6	0	0	1	0	0	0	254	0	50	0	357	0	0	2	2682	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2477	0	0	0	12	0	0	0	0	0	0	0	0	3333	0	1	6	1	28	1	0	0	0	1	6	0	0	4050	0	0	0	8	96	0	0	0	0	4095	42	0	0	0	149	0	1	0	0	2	0	682	11	0	0	0	0	0	0	1673	1	0	0	0	35	132	0	0	12	0	0	0	0	0	26	0	0	1664	0	0	0	0	419	2182	18	0	0	0	4264	0	1	2	3	2	4	0	0	0	0
I05	216	0	2	1	0	0	0	585	917	0	58	0	0	0	0	415	0	0	0	0	0	0	0	0	0	0	1426	0	2	0	0	4	0	0	223	2890	0	0	154	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	6	0	2	99902	0	525	13	0	1	5037	0	20	0	116	8	0	38	0	0	0	7	6	0	133	655	0	0	0	0	0	0	44	0	227	0	0	0	0	0	0	4278	0	0	0	0	0	6	0	12128	0	13	0	1167	0	0	0	155	97	0	0	1	0	0	16	0	0	0	0	0	0	0	0	0	6	3038	274	0	0	0	652	0	191	0	0	0	0	0	0	0	4	0	0	18	0	0	0	0	1467	0	77	0	0	0	0	0	0	0	0	4	0	0	4	126	0	7776	1	8	2781	10	2	0	0	24	0	0	0	9217	0	0	0	0	0	1	0	0	0	126	401	0	0	0	134	0	0	67	94	0	0	143	0	0	0	0	0	0	0	293	73	0	8	0	3	82	0	0	112	0	0	0	0	0	25	3	0	0	0	0	1	0	31	1369	0	0	0	0	7108	0	5889	4	6	0	3147	0	0	0	0
I22	163	0	0	0	0	0	0	214	988	0	6	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	3911	0	5	0	0	8	0	0	91	13	0	0	0	8	0	0	0	1	4	0	0	0	0	29	2	0	0	0	0	0	0	0	0	0	0	0	67	0	0	87	0	0	0	0	0	0	0	0	96922	0	3	11	2	0	3522	0	77	0	125	5	0	152	0	0	0	0	0	0	580	0	0	0	0	0	0	3	0	0	102	14	0	0	0	0	0	1812	0	1	0	6	0	8	0	13364	0	0	0	2126	0	0	0	0	91	0	0	11	0	0	39	0	0	0	0	0	0	0	8	1	39	2194	246	1	0	0	785	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	166	0	8272	1	3	1865	0	0	0	0	638	0	0	0	15079	0	0	0	0	0	1	0	0	0	924	14	0	0	0	153	0	0	0	0	0	0	628	0	0	0	4	0	0	0	199	0	0	0	0	3	110	0	0	78	0	0	0	0	0	20	2	0	0	0	1	0	0	85	870	0	0	0	0	2699	0	956	0	0	0	3917	0	2	0	0
R228	3	0	0	0	0	0	0	188	1816	0	13	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	459	0	3	1	2	0	0	53	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	3334	0	0	49	0	1	0	0	0	23525	0	7315	0	1	0	0	0	0	0	0	0	0	0	6508	0	0	0	0	0	0	0	0	0	14	445	0	0	0	0	0	369	0	0	0	0	0	26	0	6109	646	0	0	5013	0	0	0	0	1	0	0	0	0	0	27	0	0	0	2	4	0	0	344	0	21	82	1943	0	0	1	2748	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	8	0	0	0	0	0	0	0	0	51877	0	4	16	3	548	0	0	0	0	0	0	0	0	9141	0	0	0	0	0	0	0	0	0	6529	107	0	0	0	538	0	0	0	14	4	0	301	8	0	0	0	0	0	0	2	1	58	0	0	205	122	0	0	0	0	0	0	0	0	254	0	0	0	0	10	0	0	3371	242	127	0	0	0	7868	0	0	0	1	1	1	0	0	0	0
I14	183	0	0	0	0	0	0	5140	1677	0	1	0	0	0	0	21	0	0	0	0	0	0	0	0	2	0	335	0	4	0	0	139	0	0	154	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	56765	0	11	7	0	0	4582	0	325	0	7158	28	0	0	0	0	0	0	28	0	156	0	4	0	0	0	0	0	6	0	49	132	0	0	0	0	0	3149	0	0	0	26	0	1	0	12863	0	0	0	748	0	0	0	0	171	0	0	1	0	0	12	0	0	0	0	0	0	0	17	0	16	0	218	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	172	0	2	0	0	0	0	0	0	0	0	0	0	1296	0	2	6	7	4513	0	0	0	0	0	0	0	0	8473	0	0	0	0	8	0	0	0	0	1722	16	0	0	0	194	0	0	0	0	0	0	956	2	0	0	0	1	0	0	464	0	0	0	0	2	68	0	0	12	0	0	0	0	0	40	0	0	0	0	6	0	0	253	621	0	0	0	0	6757	0	0	0	7	1147	7	0	0	0	0
I17	265	0	0	0	0	0	0	37	5016	0	9	0	0	0	2	10	0	0	0	0	0	0	7	0	1	0	651	0	230	0	0	68	0	0	70	5898	0	0	395	12	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	8	2	0	2	0	0	0	0	0	0	0	0	84107	0	47	13	8	0	9806	0	191	0	173	304	0	0	0	4	0	12	17	0	184	0	9	0	0	0	0	0	4	0	4249	32	0	0	0	0	0	2141	0	0	0	0	0	32	0	12115	0	2	0	1444	0	0	0	0	1	0	0	5	0	0	96	0	0	0	0	0	0	2	25	1	73	2709	459	0	0	7	180	0	86	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	28	0	0	0	0	2	0	0	0	0	0	0	34	346	0	3432	52	12	2583	0	0	0	44	32	8	0	0	12893	8	8	0	10	6	0	0	0	0	2195	54	0	0	0	230	0	1	0	0	2	0	554	3	0	0	0	0	0	0	357	2	0	0	0	5	107	0	0	26	0	0	0	0	0	12	1	0	337	0	40	0	0	1308	1350	0	0	0	0	3260	0	0	0	2	3	4568	0	0	0	0
R240	0	2	0	0	0	0	0	313	245	0	0	0	6	0	0	0	0	0	1	0	0	0	0	2	0	0	496	0	0	0	0	207	0	0	0	7979	0	0	18	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1862	0	0	0	0	0	0	0	0	1628	0	0	51	0	0	0	0	0	16681	0	1652	0	0	1	0	0	0	0	0	0	0	0	1107	0	6	0	0	0	0	0	0	0	345	92	0	0	0	0	0	10	0	0	0	51	0	4	0	12506	131	1	0	1767	0	0	0	1	209	0	0	14	0	0	6	0	0	0	0	0	0	0	245	0	145	177	687	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	3	0	0	0	0	0	0	0	0	35321	0	0	7	0	25	0	0	0	0	0	6	0	0	1210	0	0	0	0	197	2	0	0	0	6630	3	0	0	0	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3621	0	0	0	0	117	153	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	2	291	2	1	0	0	0	4492	0	0	0	0	0	4	0	0	0	0
I49	2	10	0	0	0	4	0	3403	0	0	0	0	0	4	0	7614	0	0	0	105	0	0	0	0	0	0	7302	0	1	4	37	0	0	0	2	27	0	0	247	26	0	0	0	0	6	0	0	13	0	11	0	0	0	556	2	0	2	0	1	0	0	100	0	0	0	8	0	0	0	0	0	0	0	7	80	2	6	0	8	0	619	0	2	0	8	0	0	0	0	7	2	257	0	0	449	0	98	0	0	0	0	0	2532	0	22504	1	0	0	0	0	0	2	68	0	0	0	0	0	0	9	0	8	0	173	0	0	0	0	9	0	0	0	0	0	2097	2	4	0	0	0	0	0	0	165	452	2	0	0	0	0	48	0	7162	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	6	0	0	0	0	2	0	0	0	0	1369	0	2	0	0	8	463	0	0	68	9	564	2	0	947	0	0	5	66	0	0	4	0	0	0	3750	0	0	0	0	0	0	11	0	0	0	0	0	2	1	0	1	0	0	1	56	0	0	7	0	0	0	1	1468	0	11	0	1	0	0	0	0	0	1	0	19	2	7	1	0	0	0	0	10392	0	0	0	40	17218	8	0	0	0	0
I13	56	0	0	8	0	0	0	41	568	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	19506	0	2	0	0	0	0	0	1007	11425	0	0	17	4	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	68	0	0	0	0	0	0	0	0	60146	0	8	4	0	0	1762	0	59	0	5369	3	0	0	0	0	0	0	1	0	295	0	2	0	0	0	0	0	1	0	1221	0	0	0	0	0	0	1144	2	0	0	0	0	4	0	3732	0	0	0	1918	0	0	0	0	1	0	0	0	0	0	18	0	0	0	1	0	0	0	2	0	0	65	117	0	0	1	256	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	4	116	0	5379	1	5	975	0	0	0	2	260	0	0	0	5120	0	0	0	0	2	1	2	0	0	47	87	0	74	0	64	0	0	0	0	0	0	329	0	0	0	0	0	0	0	68	0	0	0	0	1	8	0	0	57	0	0	0	0	0	4	0	0	668	0	2	0	0	4	640	0	0	0	0	183	0	5	9	0	12	2017	0	0	0	0
R252	938	0	0	2	0	0	0	676	772	0	151	48	1	0	2	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	164	0	0	0	18	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	25	1	1	0	0	0	0	0	0	0	3	0	0	41867	3	3	0	0	0	16084	0	2874	0	5477	0	0	0	0	0	0	0	0	0	1673	0	0	0	0	0	0	0	0	0	68	384	0	0	0	0	0	8808	0	0	0	0	0	10	0	14932	0	0	1	3440	0	0	0	0	162	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	18	1	1614	0	0	10	1226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	213	0	0	0	20	0	0	0	0	0	0	0	0	13559	0	4	32	6	7930	0	0	0	0	0	0	0	0	10129	0	0	0	4	21	0	0	0	0	1470	57	0	0	0	330	0	0	0	0	0	0	142	0	0	0	5	0	0	0	2961	116	0	0	0	49	151	0	0	5	0	0	0	0	0	26	0	0	2	0	0	0	0	3046	1585	41	0	0	0	8095	0	2	0	0	0	4	0	0	0	0
R230	1	0	0	0	0	0	0	245	267	0	4	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	1136	0	0	0	2	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4862	0	2	0	0	0	0	0	0	0	0	0	0	41	0	9	0	0	0	23254	0	6766	0	1841	0	0	0	0	0	0	0	0	0	1	2	4	0	0	0	0	0	0	0	3243	0	0	0	0	26	0	1358	0	1	0	0	0	12	0	22606	0	0	0	5638	0	0	0	0	184	0	0	0	0	0	174	2	0	0	0	0	0	0	0	0	50	0	568	0	0	0	1661	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	4533	0	0	0	7	0	0	0	0	0	0	0	0	40897	0	0	3	0	85	4	0	0	2	0	0	0	0	4568	0	0	0	22	0	0	0	0	2	8262	51	0	0	0	1080	0	0	0	0	0	0	498	0	0	0	0	0	0	0	6106	0	0	0	0	52	388	0	0	4	0	0	0	0	0	297	0	0	0	0	0	0	0	0	2207	0	0	0	0	8991	0	2	0	1	1	2	0	0	0	0
