	Spirosoma	Treponema	Kytococcus	Nakamurella	Finegoldia	Sporobacter	Robinsoniella	Schlegelella	Lachnoanaerobaculum	Piscicoccus	Haloanella	Pinus	Agitococcus	Cucumis	Aeromicrobium	Atopostipes	Dysgonomonas	Agrobacterium	Eubacterium	Anaeromyxobacter	Gordonia	Anaerobiospirillum	Dietzia	Coprococcus	Aureimonas	Thermoactinomyces	Insolitispirillum	Aurantimonas	Cyanophora	Rikenella	Coprobacillus	Variovorax	Flavisolibacter	Comamonas	Larkinella	Cloacibacterium	Schwartzia	Microlunatus	Acholeplasma	Mycobacterium	Brachybacterium	Clavibacter	Bythopirellula	Erysipelothrix	Brooklawnia	Galbibacter	Terrahaemophilus	Methanosphaera	Cloacibacillus	Butyricimonas	Rubricoccus	Paracoccus	Pseudochrobactrum	Capnocytophaga	Okadaella	Georgenia	Planobacterium	Tepidimonas	Oxalobacter	Hyphomicrobium	Serratia	Faecalibacterium	Aquincola	Propionicicella	Coriobacterium	Acidovorax	Phascolarctobacterium	Micrococcus	Bergeyella	Geodermatophilus	Adlercreutzia	Sphaerochaeta	Nitriliruptor	Herbaspirillum	Brassicibacter	Nubsella	Vogesella	Rhodobacter	Alkalibaculum	Sphaerobacter	Abiotrophia	Truepera	Shuttleworthia	Rubrivivax	Aequorivita	Alkalitalea	Chryseobacterium	Massilia	Ethanoligenens	Bacteroides	Sorangium	Chitinophaga	Fusobacterium	Campylobacter	Propioniferax	Lachnobacterium	Varibaculum	Pedomicrobium	Ochrobactrum	Alloscardovia	Anaeroplasma	Acetivibrio	Ilumatobacter	Brevundimonas	Oscillibacter	Exiguobacterium	Trichococcus	Altererythrobacter	Tersicoccus	Trifolium	Rothia	Atopobium	Chloroflexus	Eikenella	Anaerovorax	Kineosphaera	Ruminococcus	Mycoplasma	Kineococcus	Syntrophococcus	Paenibacillus	Kocuria	Sphingomonas	Collinsella	Pseudoclavibacter	Achromobacter	Parabacteroides	Haemophilus	Porphyromonas	Vibrio	Lactonifactor	Anaeroglobus	Burkholderia	Mobilicoccus	Peptoclostridium	Curtobacterium	Bifidobacterium	Gordonibacter	Photorhabdus	Marinicella	Pseudolabrys	Bacillus	Bulleidia	Butyrivibrio	Dehalobacterium	Catenibacterium	Barnesiella	Dermabacter	Rubrivirga	Fluviicola	Pisum	Prevotella	Kerstersia	Salinicoccus	Sneathia	Pseudorhodoferax	Lutispora	Neisseria	Thauera	Bifissio	Oribacterium	Succiniclasticum	Eggerthia	Anaerostipes	Hafnia	Microvirga	Enterorhabdus	Sutterella	Rhodoplanes	Delftia	Pseudonocardia	Algoriphagus	Rubrobacter	Sphingobium	Peptococcus	Bordetella	Anabaena	Microcella	Fulvimonas	Perlucidibaca	Acetobacter	Gemmatimonas	Asteroleplasma	Fusicatenibacter	Macrococcus	Kofleria	Janibacter	Phenylobacterium	Oscillospira	Bdellovibrio	Selenomonas	Clostridium	Cystobacter	Arcanobacterium	Paraeggerthella	Desulfotomaculum	Lautropia	Gemella	Arcobacter	Alcaligenes	Kiloniella	Xanthomonas	Acinetobacter	Planctomyces	Proteus	Blastococcus	Aquabacterium	Rhodocytophaga	Saccharofermentans	Alistipes	Hydrogenoanaerobacterium	Hydrogenophaga	Humibacillus	Papillibacter	Blastocatella	Nitrolancea	Vagococcus	Ralstonia	Vallitalea	Stenotrophomonas	Ohtaekwangia	Aciditerrimonas	Turicibacter	Meiothermus	Portibacter	Anaerorhabdus	Tetrasphaera	Pelomonas	Jonquetella	Mogibacterium	Facklamia	Brevibacillus	Propioniciclava	Paludibacter	Phyllobacterium	Tolumonas	Dorea	Cedecea	Chryseomicrobium	Emticicia	Staphylococcus	Patulibacter	Sporichthya	Lactobacillus	Brevibacterium	Succinatimonas	Veillonella	Turicella	Legionella	Methylophilus	Chelatococcus	Zhihengliuella	Flavobacterium	Castellaniella	Luteimonas	Parvimonas	Elizabethkingia	Sphingopyxis	Lactococcus	Intestinimonas	Gracilimonas	Oxalicibacterium	Alishewanella	Curvibacter	Nocardioides	Arcticibacter	Sphingosinicella	Murdochiella	Psychrobacillus	Bilophila	Megamonas	Empedobacter	Cetobacterium	Citrobacter	Cesiribacter	Mobiluncus	Desulfosporosinus	Hymenobacter	Armatimonas	Butyricicoccus	Aeromonas	Limnobacter	Acetanaerobacterium	Bosea	Fimbriimonas	Anaerofilum	Cerasicoccus	Cellulosilyticum	Skermanella	Rahnella	Succinivibrio	Slackia	Thermomonas	Methylosinus	Sediminibacterium	Lelliottia	Frankia	Terrimonas	Klebsiella	Rhodococcus	Elusimicrobium	Streptococcus	Odoribacter	Enterobacter	Anaerococcus	Denitrobacterium	Aggregatibacter	Pyramidobacter	Escherichia/Shigella	Thermobacillus	Pseudoxanthomonas	Daucus	Fructobacillus	Rhizobium	Coprobacter	Raoultella	Leifsonia	Alterococcus	Solirubrobacter	Afipia	Humicoccus	Acetonema	Parvibacter	Pantoea	Frigoribacterium	Cronobacter	Wautersiella	Anaerovibrio	Victivallis	Catabacter	Niabella	Salinimicrobium	Conexibacter	Akkermansia	Herbiconiux	Amaricoccus	Dolosigranulum	Friedmanniella	Weissella	Pluralibacter	Filifactor	Epulopiscium	Ornithinimicrobium	Corynebacterium	Devosia	Shewanella	Bradyrhizobium	Chondromyces	Nevskia	Pseudobutyrivibrio	Enterococcus	Methyloversatilis	Allisonella	Olsenella	Allobaculum	Mitsuokella	Sphaerotilus	Ottowia	Sneathiella	Rubellimicrobium	Leptotrichia	Mucilaginibacter	Ornithinicoccus	Pectobacterium	Dehalobacter	Craurococcus	Peptostreptococcus	Labrys	Propionibacterium	Arthrobacter	Sarcina	Haematobacter	Prolixibacter	Vampirovibrio	Duganella	Nocardiopsis	Cardiobacterium	Paracraurococcus	Azohydromonas	Methanobrevibacter	Nafulsella	Pedobacter	Olavius	Citricoccus	Parapusillimonas	Sodalis	Kluyvera	Nesterenkonia	Pleomorphomonas	Howardella	Thermincola	Gracilibacter	Lachnospira	Holdemania	Dioscorea	Synergistes	Cryptobacterium	Actinomyces	Sphingobacterium	Microbacterium	Acidaminobacter	Marmoricola	Adhaeribacter	Stomatobaculum	Coraliomargarita	Leuconostoc	Dialister	Pseudorhodobacter	Azospirillum	Yaniella	Azoarcus	Scardovia	Tessaracoccus	Porphyrobacter	Pontibacter	Pseudokineococcus	Jeotgalicoccus	Paraprevotella	Spiroplasma	Syntrophomonas	Cellulosimicrobium	Rhodopirellula	Moraxella	Streptomyces	Anaerotruncus	Tepidicella	Saccharophagus	Granulicatella	Gemmiger	Plesiomonas	Subdoligranulum	Alloprevotella	Agrococcus	Janthinobacterium	Solobacterium	Mariniluteococcus	Aerococcus	Dermacoccus	Oxobacter	Salmonella	Erwinia	Deinococcus	Luteococcus	Chthoniobacter	Zavarzinella	Roseomonas	Hydrotalea	Anoxybacillus	Leclercia	Morganella	Dyella	Belnapia	Pseudoramibacter	Tannerella	Cellulomonas	Rheinheimera	Actinobaculum	Gaiella	Alkanindiges	Methylobacterium	Roseburia	Desulfitobacterium	Peptoniphilus	Flavonifractor	Megasphaera	Psychrobacter	Parasutterella	Marinilactibacillus	Anaerofustis	Arenimonas	Balneola	Hespellia	Halomonas	Serinicoccus	Christensenella	Undibacterium	Pediococcus	Ectothiorhodosinus	Rhodopseudomonas	Actinomycetospora	Erythrobacter	Methylocystis	Pseudomonas	Caulobacter	Micropruina	Blautia	Micromonospora	Novosphingobium	Brachyspira	Moryella	Acidaminococcus	Eggerthella	Desulfovibrio	Pseudoflavonifractor	Lysobacter
MBD047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3395	0	0	0	1	600	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3032	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	6	0	0	0	3	0	374	0	0	0	0	0	0	522	0	0	29	19	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	895	4	0	0	0	0	12797	0	0	0	0	0	6	0	0	0	0	0	174	0	0	2	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	30	0	0	486	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0	0	504	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	7	0	0	297	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	77	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	1	1229	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443	0	0	29	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1729	0	0	0	0	9	1	0	0	0
MBD141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	795	0	0	0	0	198	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2663	0	0	0	0	0	0	0	0	25	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	583	0	0	0	0	7	0	405	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	35	1	0	0	0	11	0	0	0	3	0	0	0	0	0	0	0	44	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	1	0	0	0	0	974	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	904	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	129	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	743	0	0	0	26	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0
MBD174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	142	0	18	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	392	0	0	0	0	0	13983	0	0	0	0	0	0	0	0	22	0	0	45	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	1	0	0	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	287	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	6	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	14	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	69	0	1	313	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	0	0	3	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	468	0	0	0	0	1	2	0	0	0
MBD269	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	8169	0	0	0	0	532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2367	0	0	0	0	37	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	21	0	1091	0	0	0	0	0	0	2587	0	314	6	0	7	0	0	0	34	0	0	0	3	0	0	0	0	0	0	84	0	354	0	0	0	0	0	864	23	0	0	0	0	14	0	0	0	0	0	1341	0	0	20	8	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	484	0	0	0	0	56	0	1	6028	0	0	0	0	20	0	0	0	0	0	1	0	0	0	0	0	1	44	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	1665	0	0	0	12	0	0	89	0	0	18	0	0	0	0	0	0	0	0	0	0	0	5	22	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	2	5	0	270	5	1	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	0	390	0	3	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	1	168	0	3	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	176	0	0	73	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	0	0	3659	0	0	0	0	1	36	0	0	7
MBD283	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	734	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	3	0	24	0	0	0	0	0	0	256	0	40	0	1	0	0	0	1	4	0	0	0	11	0	0	0	0	0	0	0	0	1132	0	0	0	0	0	2997	20	0	0	0	0	1	0	0	14	0	0	105	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	7	0	0	96	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	32	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	106	24	0	0	0	0	0	0	11	0	0	361	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	66	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	35	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	248	0	0	0	0	0	0	0	0	0
MBD121	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	1803	0	0	0	0	873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	20	0	0	0	0	4	0	0	0	4	0	0	2605	0	0	0	0	874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	1843	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1206	0	0	0	0	0	0	0	0	0	6	0	733	0	3	0	0	0	0	707	0	75	338	88	0	5	0	0	5	0	0	0	1	0	0	0	0	0	0	22	0	1	159	0	0	0	0	8500	0	0	0	0	0	0	0	0	0	0	0	1420	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	157	0	0	924	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	624	3	0	0	0	0	0	1798	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	8	410	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	142	7	0	0	0	0	0	0	778	0	0	424	51	112	0	0	0	0	679	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	4	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	96	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	18	6	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	27	0	0	0	0	0	37	0	0	0	909	0	13	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1519	0	0	34	6	0	33	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	107	0	0	936	0	0	0	0	2	20	51	0	0
MBD165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1307	0	0	0	0	172	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	3	0	74	0	0	0	0	1	0	2189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	2215	0	0	0	0	0	12836	0	0	0	0	0	0	0	0	46	0	0	15	0	0	13	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	12	0	174	483	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	5	0	0	10	0	0	0	0	1	0	6	0	0	0	0	0	0	875	0	0	0	0	0	0	242	0	0	5	0	0	0	0	0	0	0	0	0	0	0	9	12	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	61	48	0	0	0	0	0	0	9	3	0	110	0	2	0	1	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	24	0	7	333	0	463	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	20	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	547	0	1	694	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	34	3904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	907	0	0	0	0	22	1	5	0	0
MBD419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4146	0	0	604	0	0	0	0	0	2	0	0	1	0	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	232	0	0	0	0	0	4	0	0	0	2	8	0	0	0	0	0	0	0	0	37	0	0	0	0	2	322	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2517	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	722	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1788	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	4692	0	0	0	0	0	24	0	1	0
MBD451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	567	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2815	0	0	2	2	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	937	0	0	0	1	0	0	819	0	11	11	4	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	537	4	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	197	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	54	0	0	0	0	0	0	8	347	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	642	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	61	1	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	55	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	3	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	91	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1210	0	0	2	390	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	434	0	0	0	0	83	0	0	0	0
MBD306	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3118	0	0	0	0	929	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3347	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	1332	0	71	75	3	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	22	0	791	10	0	0	0	0	6468	13	0	0	0	0	1	0	0	0	0	0	145	0	0	0	45	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	47	0	0	0	0	40	0	1	545	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	674	0	0	0	0	0	0	67	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5	88	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	271	55	0	0	0	0	0	0	1	0	0	71	0	0	0	3	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	2	0	0	0	0	0	0	0	0	811	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	25	0	0	0	234	0	1	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0	44	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	1308	0	0	0	0	0	0	0	0	0
